code,name,current_price,drawdown_pct,rsi_14,ma_25,ma_200,signals,signal_count
5706,三井金属株式会社,35930.0,-37.729636048526864,27.939508506616264,43478.4,27718.573969726564,"大幅下落,売られすぎ,25日線大幅下方乖離",3
4716,日本オラクル株式会社,8886.0,-42.89971368319633,59.64102564102564,8669.04,10362.926525878906,"大幅下落,長期線割れ",2
4107,伊勢化学工業株式会社,3840.0,-54.34799423836837,50.83492405633741,3960.406396484375,4497.908455810547,"大幅下落,長期線割れ",2
7906,ヨネックス株式会社,2465.0,-44.8878309304084,61.602671118530886,2321.72,3219.761228027344,"大幅下落,長期線割れ",2
6417,株式会社三共,1670.5,-43.14768330069753,76.50375939849624,1593.98,2204.233957519531,"大幅下落,長期線割れ",2
6814,古野電気株式会社,6300.0,-36.44968142004637,55.17241379310345,6002.8,7109.751599121094,"大幅下落,長期線割れ",2
2726,株式会社パルグループホールディングス,1548.0,-46.182786633467984,67.989417989418,1436.04,1765.0248748779295,"大幅下落,長期線割れ",2
3697,株式会社ＳＨＩＦＴ,705.9000244140625,-59.52408116891843,61.9178073029067,660.2119995117188,852.858999633789,"大幅下落,長期線割れ",2
5032,ＡＮＹＣＯＬＯＲ株式会社,2470.0,-63.10162641388456,61.893764434180135,2402.28,4191.548278808594,"大幅下落,長期線割れ",2
4519,中外製薬株式会社,7620.0,-28.147127402070783,51.30542223865919,7455.1109375,7985.058642578125,大幅下落,1
3110,日東紡績株式会社,3570.0,-45.74468085106383,39.29722759509994,3923.68,3352.62263671875,大幅下落,1
4194,ビジョナル株式会社,8386.0,-32.69662921348315,67.61609907120743,7616.64,8878.63,大幅下落,1
3064,株式会社ＭｏｎｏｔａＲＯ,1941.0,-33.32540660026989,64.11774231779933,1816.276630859375,2026.9892767333984,大幅下落,1
5803,株式会社フジクラ,5072.0,-36.0645405269129,53.67946792533791,5204.36,3942.635295410156,大幅下落,1
8136,株式会社サンリオ,1151.0,-32.99850908699356,82.50289687137891,970.2960009765624,1088.131339111328,大幅下落,1
3923,株式会社ラクス,1035.0,-25.11166675506435,67.94303490630142,948.4000048828124,1002.1259521484376,大幅下落,1
9697,株式会社カプコン,3325.0,-27.30760130834316,72.14805825242719,2952.5,3533.7781762695317,大幅下落,1
9766,コナミグループ株式会社,18725.0,-29.224794194580145,46.94082246740221,18471.2,20678.54678710937,大幅下落,1
8111,株式会社ゴールドウイン,2278.5,-27.835467978439688,66.55683690280065,2167.3,2432.685162353516,大幅下落,1
4626,太陽ホールディングス株式会社,4937.0,-21.322709163346616,17.482517482517494,5090.44,4758.021622314453,売られすぎ,1
7014,株式会社名村造船所,4200.0,-30.113637635368978,64.19213973799127,3680.8,4157.778895263672,大幅下落,1
9759,株式会社ＮＳＤ,2668.5,-24.74267704356376,73.15573770491804,2500.58,2988.0778735351564,長期線割れ,1
7832,株式会社バンダイナムコホールディングス,4078.0,-27.58447653922377,82.7247191011236,3733.96,4154.765031738281,大幅下落,1
4684,株式会社オービック,4110.0,-25.91386684976726,66.66666666666666,3877.88,4424.396398925781,大幅下落,1
4816,東映アニメーション株式会社,2664.0,-25.15670994853885,79.3536804308797,2394.84,2652.5139672851565,大幅下落,1
