code,name,current_price,drawdown_pct,rsi_14,ma_25,ma_200,signals,signal_count
5032,ＡＮＹＣＯＬＯＲ株式会社,2433.0,-63.6543550870369,59.80629539951573,2434.24,4212.955305175781,"大幅下落,長期線割れ",2
4716,日本オラクル株式会社,8746.0,-44.88905557341487,51.17558779389695,8718.96,10410.36419189453,"大幅下落,長期線割れ",2
4194,ビジョナル株式会社,7941.0,-36.26805778491172,61.44200626959248,7614.52,8907.675,"大幅下落,長期線割れ",2
7906,ヨネックス株式会社,2331.0,-47.88378657151399,50.318471337579616,2313.68,3234.829938964844,"大幅下落,長期線割れ",2
9759,株式会社ＮＳＤ,2577.0,-27.323169848702943,56.42933049946865,2497.58,2992.918688964844,"大幅下落,長期線割れ",2
7014,株式会社名村造船所,3640.0,-39.43181928398645,41.00719424460432,3625.4,4148.589709472656,"大幅下落,長期線割れ",2
6417,株式会社三共,1604.0,-45.41088537223517,51.89393939393939,1590.38,2216.628739013672,"大幅下落,長期線割れ",2
3635,株式会社コーエーテクモホールディングス,1564.5,-27.3580910050176,69.43521594684385,1491.8,1739.1646685791015,"大幅下落,長期線割れ",2
6814,古野電気株式会社,6150.0,-37.9627842433786,57.20720720720721,5972.0,7101.741494140625,"大幅下落,長期線割れ",2
9766,コナミグループ株式会社,18265.0,-30.96346413692958,42.453854505971776,18573.6,20707.158916015625,"大幅下落,長期線割れ",2
2726,株式会社パルグループホールディングス,1514.0,-47.36481845159594,61.80371352785146,1421.4,1776.4989581298828,"大幅下落,長期線割れ",2
3697,株式会社ＳＨＩＦＴ,708.5,-59.375,66.4827568014893,665.3519995117188,860.081499633789,"大幅下落,長期線割れ",2
5706,三井金属株式会社,38740.0,-32.85961871750433,39.50617283950616,44676.0,27456.039912109376,大幅下落,1
4519,中外製薬株式会社,7642.0,-27.93967816359907,59.37947946949012,7454.52392578125,7973.977121582031,大幅下落,1
3110,日東紡績株式会社,3625.0,-44.90881458966565,46.171494121020935,4009.4,3330.606881103516,大幅下落,1
3064,株式会社ＭｏｎｏｔａＲＯ,1922.5,-33.96089914829457,60.58173110221772,1812.71333984375,2032.4314294433595,大幅下落,1
6532,株式会社ベイカレント,6671.0,-25.57400921093376,77.61749651000466,5823.96,6101.268479003907,大幅下落,1
5803,株式会社フジクラ,5358.0,-32.45934703138788,60.59463986599665,5157.36,3912.662047119141,大幅下落,1
8136,株式会社サンリオ,1087.5,-36.69494233892745,81.42857142857143,951.1960009765623,1091.7249462890625,大幅下落,1
3092,株式会社ＺＯＺＯ,1150.0,-25.4807243320222,62.17948717948718,1098.18,1190.2099569702148,大幅下落,1
3923,株式会社ラクス,1025.0,-25.835225530377738,67.54259065384981,949.2800048828124,1005.2065020751952,大幅下落,1
8111,株式会社ゴールドウイン,2237.5,-29.13401781951231,62.31647634584013,2152.86,2434.2794995117188,大幅下落,1
9697,株式会社カプコン,3253.0,-28.88169234768129,74.94541484716157,2931.06,3540.2207495117186,大幅下落,1
4626,太陽ホールディングス株式会社,4990.0,-20.47808764940239,25.074183976261125,5093.76,4746.252872314453,売られすぎ,1
4107,伊勢化学工業株式会社,4060.0,-51.73251474160823,55.10899389149734,3980.683017578125,4487.225701904297,大幅下落,1
7832,株式会社バンダイナムコホールディングス,3916.0,-30.461208957234003,77.85467128027682,3710.32,4163.502875976563,大幅下落,1
4684,株式会社オービック,3996.0,-27.9688106889708,59.27835051546391,3887.8,4435.229438476563,大幅下落,1
4816,東映アニメーション株式会社,2511.0,-29.455142147440338,60.970464135021096,2375.64,2655.690831298828,大幅下落,1
