code,name,current_price,drawdown_pct,rsi_14,ma_25,ma_200,signals,signal_count
6920,レーザーテック株式会社,33180.0,-43.13546234427207,17.932489451476798,37175.2,37118.694580078125,"大幅下落,売られすぎ,長期線割れ",3
5706,三井金属株式会社,25635.0,-55.57192374350086,23.49799732977303,29371.8,31303.210434570312,"大幅下落,売られすぎ,長期線割れ",3
6146,株式会社ディスコ,54460.0,-40.5977312390925,13.324791800128123,60433.6,64237.798203125,"大幅下落,売られすぎ,長期線割れ",3
6368,オルガノ株式会社,12740.0,-36.75850086870191,23.974358974358974,13834.4,14981.502827148435,"大幅下落,売られすぎ,長期線割れ",3
6590,芝浦メカトロニクス株式会社,3950.0,-37.5,26.492537313432837,4260.8,4555.608266601563,"大幅下落,売られすぎ,長期線割れ",3
5803,株式会社フジクラ,5053.0,-36.30404638850372,29.90983927871423,5241.08,4409.551508789063,"大幅下落,売られすぎ",2
4519,中外製薬株式会社,6795.0,-35.92647384475997,46.82027649769585,6921.6,8048.529963378906,"大幅下落,長期線割れ",2
3110,日東紡績株式会社,3060.0,-53.49544072948328,38.34355828220858,3060.28,3680.869710083008,"大幅下落,長期線割れ",2
6871,株式会社日本マイクロニクス,11940.0,-34.32343234323432,9.952606635071078,13720.0,11639.468869628909,"大幅下落,売られすぎ",2
7735,株式会社ＳＣＲＥＥＮホールディングス,13030.0,-34.092058674759734,26.793557833089324,13379.2,11092.996037597655,"大幅下落,売られすぎ",2
8035,東京エレクトロン株式会社,53320.0,-34.38346049716958,21.86201163757273,55921.2,47967.23275390625,"大幅下落,売られすぎ",2
6544,ジャパンエレベーターサービスホールディングス株式会社,1479.5,-25.816119958995426,39.61038961038961,1550.78,1682.3962786865234,"大幅下落,長期線割れ",2
5334,日本特殊陶業株式会社,7852.0,-30.297381269418555,6.603773584905667,9062.84,8261.724558105469,"大幅下落,売られすぎ",2
7906,ヨネックス株式会社,2566.0,-38.50716729192568,33.99280575539568,2697.32,2967.0217224121093,"大幅下落,長期線割れ",2
6383,株式会社ダイフク,5661.0,-27.544992818698404,19.80633802816901,5965.8,6011.456162109375,"大幅下落,売られすぎ",2
8111,株式会社ゴールドウイン,2113.0,-33.07717526374503,52.61324041811847,2160.94,2371.2236975097658,"大幅下落,長期線割れ",2
6507,シンフォニアテクノロジー株式会社,11790.0,-30.236686390532547,22.44897959183673,12779.2,12248.548818359375,"大幅下落,売られすぎ",2
4107,伊勢化学工業株式会社,3930.0,-53.27802535333013,53.57142857142857,3893.4,4669.164904785156,"大幅下落,長期線割れ",2
3064,株式会社ＭｏｎｏｔａＲＯ,1909.5,-25.85952055947483,64.76964769647697,1886.02,1984.5546807861328,大幅下落,1
4716,日本オラクル株式会社,9295.0,-39.90456596347296,53.82436260623231,9202.04,9409.41741455078,大幅下落,1
3697,株式会社ＳＨＩＦＴ,906.5,-39.51092139758229,51.2239913035346,907.9912841796876,775.4706585693359,大幅下落,1
4980,デクセリアルズ株式会社,2901.5,-44.50076511094109,35.05775991963837,3077.66,3066.923067626953,大幅下落,1
4626,太陽ホールディングス株式会社,4724.0,-24.717131474103585,17.41293532338308,4782.64,4931.17,売られすぎ,1
2726,株式会社パルグループホールディングス,1553.0,-46.00895842491976,61.80124223602484,1501.72,1610.2627612304686,大幅下落,1
9983,株式会社ファーストリテイリング,69100.0,-21.73810389274944,24.91776748347513,74575.251875,68817.15427734375,売られすぎ,1
1961,三機工業株式会社,2394.0,-26.900763358778622,37.381404174573056,2400.12,2310.222774658203,大幅下落,1
6417,株式会社三共,2025.0,-30.74334078542445,75.0,1938.58,2041.3147875976565,大幅下落,1
6951,日本電子株式会社,6867.0,-25.802269043760127,33.111380145278446,7663.12,6396.76525390625,大幅下落,1
