code,name,current_price,drawdown_pct,rsi_14,ma_25,ma_200,signals,signal_count
7906,ヨネックス株式会社,2399.0,-46.363450873042495,25.100401606425702,2707.2,3436.248742675781,"大幅下落,売られすぎ,長期線割れ",3
6417,株式会社三共,1661.0,-43.47099788234576,26.86567164179104,1836.5,2390.5204663085938,"大幅下落,売られすぎ,長期線割れ",3
5032,ＡＮＹＣＯＬＯＲ株式会社,2932.0,-56.1999873058743,61.5979381443299,2892.434541015625,4532.120400390625,"大幅下落,長期線割れ",2
3092,株式会社ＺＯＺＯ,990.5,-35.93691062631679,35.60090702947846,1043.86,1238.6020385742188,"大幅下落,長期線割れ",2
3064,株式会社ＭｏｎｏｔａＲＯ,1902.5,-36.46908399659027,52.83259070655634,1862.58,2166.182159423828,"大幅下落,長期線割れ",2
4716,日本オラクル株式会社,9013.0,-49.577622377622376,58.21826280623608,9016.48,12432.825,"大幅下落,長期線割れ",2
8136,株式会社サンリオ,860.0,-49.938069343887456,42.03360258115803,926.16,1160.7891317749024,"大幅下落,長期線割れ",2
6532,株式会社ベイカレント,5682.0,-36.60793289409768,64.22689844464776,5387.56,6476.520747070313,"大幅下落,長期線割れ",2
9766,コナミグループ株式会社,19110.0,-27.769603047178983,51.29629629629631,19967.0,21304.548916015625,"大幅下落,長期線割れ",2
4194,ビジョナル株式会社,7720.0,-38.04173354735153,59.707602339181285,7525.8,9518.27,"大幅下落,長期線割れ",2
9697,株式会社カプコン,3189.0,-35.61928814083614,44.35643564356436,3376.92,3694.562412109375,"大幅下落,長期線割れ",2
3697,株式会社ＳＨＩＦＴ,675.2000122070312,-63.053350905224,54.38596293482599,664.4880029296875,992.2669998168946,"大幅下落,長期線割れ",2
5929,三和ホールディングス株式会社,3299.0,-34.19842688428301,36.6600790513834,3537.2,3995.390803222656,"大幅下落,長期線割れ",2
3635,株式会社コーエーテクモホールディングス,1500.0,-36.59567029281664,44.325153374233125,1588.14,1806.4234625244144,"大幅下落,長期線割れ",2
9759,株式会社ＮＳＤ,2574.5,-27.39367511660292,38.00424628450106,2697.94,3109.608955078125,"大幅下落,長期線割れ",2
8111,株式会社ゴールドウイン,2118.0,-32.91881552702886,44.14483821263482,2208.36,2472.072802734375,"大幅下落,長期線割れ",2
4816,東映アニメーション株式会社,2464.0,-30.77557556801792,42.85714285714285,2674.04,2777.761568603516,"大幅下落,長期線割れ",2
4684,株式会社オービック,4095.0,-26.22338711545648,46.22425629290618,4174.48,4633.30763671875,"大幅下落,長期線割れ",2
7832,株式会社バンダイナムコホールディングス,3651.0,-35.16697494965816,51.467505241090144,3761.48,4366.272185058594,"大幅下落,長期線割れ",2
3923,株式会社ラクス,950.7000122070312,-31.211266347705752,63.20649835030842,876.8560009765625,1045.591466064453,大幅下落,1
6814,古野電気株式会社,6300.0,-36.44968142004637,33.58490566037736,6822.8,6932.23806640625,大幅下落,1
5803,株式会社フジクラ,5550.0,-30.03907727215429,47.00355871886121,5929.8,3437.116646728516,大幅下落,1
4812,株式会社電通総研,2115.0,-26.5625,35.51724137931035,2159.84,2253.7018603515626,大幅下落,1
4107,伊勢化学工業株式会社,4670.0,-44.73372781065088,35.8974358974359,4890.8,4320.746627197265,大幅下落,1
