code,name,current_price,drawdown_pct,rsi_14,ma_25,ma_200,signals,signal_count
4107,伊勢化学工業株式会社,3495.0,-58.44954163101497,18.84816753926701,3856.36533203125,4542.450570068359,"大幅下落,売られすぎ,長期線割れ",3
7906,ヨネックス株式会社,2547.0,-43.05448494107512,68.85007278020379,2405.08,3153.103609619141,"大幅下落,長期線割れ",2
5032,ＡＮＹＣＯＬＯＲ株式会社,2490.0,-62.80285415812653,73.15875613747954,2311.72,4042.544792480469,"大幅下落,長期線割れ",2
5706,三井金属株式会社,33600.0,-41.76776429809358,30.425880425880425,39747.6,28883.226137695317,"大幅下落,25日線大幅下方乖離",2
4716,日本オラクル株式会社,8346.0,-46.040183704265225,47.2608340147179,8515.2,10057.486628417968,"大幅下落,長期線割れ",2
2726,株式会社パルグループホールディングス,1374.0,-52.23200829094638,42.391304347826086,1446.8,1705.0403619384765,"大幅下落,長期線割れ",2
6417,株式会社三共,1685.5,-42.6371865928319,76.20137299771167,1615.0,2146.9708618164063,"大幅下落,長期線割れ",2
3635,株式会社コーエーテクモホールディングス,1521.0,-27.28354093821882,47.87018255578093,1538.18,1722.6940447998047,"大幅下落,長期線割れ",2
3110,日東紡績株式会社,3180.0,-51.671732522796354,23.986486486486484,3704.8,3449.7333673095704,"大幅下落,売られすぎ",2
3923,株式会社ラクス,971.7999877929688,-29.68455909829542,59.31312638099748,974.0360009765624,986.2896603393556,大幅下落,1
5803,株式会社フジクラ,4751.0,-40.11092903063154,31.932773109243698,5340.0,4071.176826171875,大幅下落,1
6532,株式会社ベイカレント,6220.0,-30.605656916805277,48.57859531772576,6219.96,5994.637416992187,大幅下落,1
4980,デクセリアルズ株式会社,3692.0,-29.38026013771997,34.944018856806125,4249.92,2937.267487792969,大幅下落,1
3064,株式会社ＭｏｎｏｔａＲＯ,1863.0,-32.674866124655814,60.338101430429134,1866.561015625,2007.8772479248048,大幅下落,1
8136,株式会社サンリオ,1131.5,-34.09610531974024,54.78260869565218,1085.6439990234376,1076.9905209350586,大幅下落,1
3092,株式会社ＺＯＺＯ,1135.0,-26.244305734756477,52.86041189931351,1151.24,1177.389210510254,大幅下落,1
6920,レーザーテック株式会社,42990.0,-26.32289108439591,34.63356973995272,48195.82140625,34783.78552734375,大幅下落,1
3697,株式会社ＳＨＩＦＴ,766.5,-55.616676317313264,68.61547146899777,675.9240014648437,818.8359997558593,大幅下落,1
4519,中外製薬株式会社,7306.0,-31.10799380571248,50.83166999334664,7409.1450390625,8022.3948901367185,大幅下落,1
4194,ビジョナル株式会社,8403.0,-32.56019261637239,73.43124165554072,7855.16,8713.895,大幅下落,1
6146,株式会社ディスコ,68590.0,-25.185427574171037,30.279772220846752,76680.4,62854.4597265625,大幅下落,1
1961,三機工業株式会社,2489.0,-24.0,27.28365384615384,2803.16,2198.596364746094,売られすぎ,1
1980,ダイダン株式会社,2624.0,-27.258269003843598,36.56914893617021,2782.56,2609.5668371582037,大幅下落,1
4626,太陽ホールディングス株式会社,4798.0,-23.53784860557769,25.61797752808989,4980.92,4805.625462646484,売られすぎ,1
9697,株式会社カプコン,3362.0,-26.49869341312773,74.9636098981077,3143.72,3500.299482421875,大幅下落,1
1969,高砂熱学工業株式会社,4455.0,-21.27114332155661,22.39583333333333,4875.0,4561.497222900391,売られすぎ,1
9766,コナミグループ株式会社,18490.0,-30.113027752084747,66.0347551342812,18126.2,20522.372080078127,大幅下落,1
8111,株式会社ゴールドウイン,2282.0,-27.724616162738364,63.098591549295776,2227.52,2423.5013232421875,大幅下落,1
7014,株式会社名村造船所,4160.0,-30.77922203884165,66.1654135338346,3809.6,4197.911041259766,大幅下落,1
6383,株式会社ダイフク,6379.0,-18.401152305239176,27.352398523985244,6918.542578125,5829.23203125,売られすぎ,1
7832,株式会社バンダイナムコホールディングス,4095.0,-27.28259721140788,68.93491124260355,3903.28,4117.621149902344,大幅下落,1
1942,株式会社関電工,5959.0,-20.120643431635383,28.963247394404817,6495.76,5673.165512695313,売られすぎ,1
4816,東映アニメーション株式会社,2668.0,-25.044332636149274,68.41339155749635,2529.76,2639.373377685547,大幅下落,1
