current_price,high_52w,low_52w,drawdown_pct,ma_25,ma_200,rsi_14,volume_avg_25,code,name
2837.0,6694.0619868661115,2672.0,-57.619155520724895,2823.24,4460.865710449219,57.035928143712574,854324.0,5032,ＡＮＹＣＯＬＯＲ株式会社
1029.5,1543.224975314066,974.5,-33.289052700142854,1021.1480004882812,1220.6875741577148,45.697329376854604,7404408.0,3092,株式会社ＺＯＺＯ
920.7000122070312,1717.8722209248122,818.7999877929688,-46.40462771373212,884.252001953125,1148.3783987426757,58.913457544240494,25481932.0,8136,株式会社サンリオ
42750.0,46720.0,13654.65348853392,-8.497431506849315,41127.2,29845.648315429688,61.31386861313869,3459844.0,6920,レーザーテック株式会社
966.5,1382.057732029965,715.2024676394905,-30.06804436596106,915.1640014648438,1039.5499688720704,73.96630934150076,3674248.0,3923,株式会社ラクス
5857.0,8963.26663477891,3733.4596946022725,-34.65551970445795,5454.88,6369.9976806640625,64.21455938697318,1667988.0,6532,株式会社ベイカレント
3331.0,3568.0,1546.4690067940182,-6.6423766816143495,3176.7,2407.2513598632813,16.151202749140893,1966096.0,2371,株式会社カカクコム
28170.0,32400.0,7318.321938436405,-13.055555555555557,27585.0,21004.4702734375,58.85518590998044,9592212.0,6857,株式会社アドバンテスト
9195.0,17875.0,8275.0,-48.55944055944056,8888.08,12143.09,56.862231534835,630216.0,4716,日本オラクル株式会社
2134.0,2281.6233003670404,1687.8906144222294,-6.470099614747647,2043.22,1872.76337890625,51.49700598802396,568696.0,2222,寿スピリッツ株式会社
4313.0,4859.0,1855.4246838631288,-11.236880016464292,3554.02,2576.902667236328,59.250398724082935,3200668.0,4980,デクセリアルズ株式会社
63660.0,63660.0,19490.131093906683,0.0,51146.0,35790.81036132813,78.29030892932713,3316248.0,8035,東京エレクトロン株式会社
1683.0,2130.123760605308,1531.8133011710088,-20.99050622665467,1728.9,1753.8843334960939,21.987951807228924,788912.0,6544,ジャパンエレベーターサービスホールディングス株式会社
1838.0,2974.851798878205,1684.5,-38.215409564500106,1876.7,2136.0960400390627,48.23123382226057,4124452.0,3064,株式会社ＭｏｎｏｔａＲＯ
72210.0,80542.21733906664,31622.177708820094,-10.345155142662229,69073.2,57030.664765625,63.095664636331065,1848792.0,6146,株式会社ディスコ
7842.0,12460.0,6280.0,-37.06260032102729,7646.4,9363.94,57.643434732383525,289452.0,4194,ビジョナル株式会社
3010.0,3601.088688380282,2915.354867227052,-16.41416636828639,3037.76,3218.082579345703,47.81818181818181,427400.0,9744,株式会社メイテックグループホールディングス
13440.0,13465.0,4971.730859902612,-0.18566654288897141,11187.4,8293.943803710938,70.06673021925644,2502860.0,7735,株式会社ＳＣＲＥＥＮホールディングス
7567.0,10700.0,5838.138484321139,-29.2803738317757,7858.44,7920.585424804687,41.58730158730159,3540964.0,4519,中外製薬株式会社
692.5999755859375,1820.0,590.0,-61.94505628648695,667.2760009765625,956.633999633789,57.62063810456841,8842644.0,3697,株式会社ＳＨＩＦＴ
2085.0,3157.3682197776347,2060.0,-33.96398978935561,2166.38,2454.100419921875,37.41648106904231,534040.0,8111,株式会社ゴールドウイン
2817.5,4953.346907651631,2808.5,-43.11926758758414,3201.34,3653.3109033203127,37.04866562009419,3348256.0,9697,株式会社カプコン
4805.0,7933.0,1086.2947253420027,-39.43022816084709,5633.2,3569.463779296875,38.419369575148465,70437156.0,5803,株式会社フジクラ
10615.0,11390.0,6028.418262645158,-6.804214223002634,8993.32,7995.826848144531,82.62394761459308,7577080.0,6098,株式会社リクルートホールディングス
1396.0,2876.403111876235,1325.0,-51.467164173334176,1429.0,1894.044956665039,41.70403587443947,991560.0,2726,株式会社パルグループホールディングス
15595.0,20145.0,7306.210346115538,-22.58624968974932,16673.4,13968.875751953125,23.14720812182742,283132.0,6368,オルガノ株式会社
14670.0,17890.0,3612.693953634737,-17.99888205701509,14555.2,8837.484846191406,45.23449319213314,1188232.0,6871,株式会社日本マイクロニクス
4424.0,4590.0,1615.483888893221,-3.6165577342047928,3883.8,2705.1439141845703,70.7450030284676,1872712.0,6323,ローツェ株式会社
46050.0,57700.0,4541.884232545384,-20.19064124783362,48219.2,23795.216767578124,49.04499838135319,2493516.0,5706,三井金属株式会社
1450.5,2317.2033082726884,1427.5,-37.40298942170744,1522.1,1788.184818725586,39.43661971830986,1415628.0,3635,株式会社コーエーテクモホールディングス
6170.0,9913.404276760428,2902.596360952769,-37.76103720026763,6443.2,7009.013491210938,42.931937172774866,318060.0,6814,古野電気株式会社
78870.0,82900.0,42828.873335374665,-4.861278648974668,75160.4,59672.44345703125,66.71283471837489,1180272.0,9983,株式会社ファーストリテイリング
