current_price,high_52w,low_52w,drawdown_pct,ma_25,ma_200,rsi_14,volume_avg_25,code,name
,6694.0619868661115,2175.0,,,,17.045454545454547,1052560.0,5032,ＡＮＹＣＯＬＯＲ株式会社
,1717.8722209248122,818.7999877929688,,,,51.508126657755845,21033724.0,8136,株式会社サンリオ
,46720.0,13654.65348853392,,,,56.759906759906755,3045760.0,6920,レーザーテック株式会社
,1543.224975314066,974.5,,,,70.46004842615012,7442060.0,3092,株式会社ＺＯＺＯ
,1382.057732029965,715.2024676394905,,,,40.308905844327484,3799116.0,3923,株式会社ラクス
,8963.26663477891,3733.4596946022725,,,,46.514161220043576,1534104.0,6532,株式会社ベイカレント
,3568.0,1546.4690067940182,,,,29.870129870129873,1604728.0,2371,株式会社カカクコム
,32400.0,8499.339744449211,,,,55.06482982171799,8566072.0,6857,株式会社アドバンテスト
,17875.0,8275.0,,,,46.421370967741936,644584.0,4716,日本オラクル株式会社
,2468.0,1687.8906144222294,,,,81.39763779527559,679380.0,2222,寿スピリッツ株式会社
,4859.0,1855.4246838631288,,,,45.13447432762837,3445304.0,4980,デクセリアルズ株式会社
,71000.0,19490.131093906683,,,,74.22559906487434,3768828.0,8035,東京エレクトロン株式会社
,2130.123760605308,1531.8133011710088,,,,23.192360163710774,773864.0,6544,ジャパンエレベーターサービスホールディングス株式会社
,2974.851798878205,1684.5,,,,41.44869215291751,3515776.0,3064,株式会社ＭｏｎｏｔａＲＯ
,80542.21733906664,33297.986163621565,,,,69.15364199351224,1892120.0,6146,株式会社ディスコ
,12460.0,6280.0,,,,49.405267629566694,322536.0,4194,ビジョナル株式会社
,3601.088688380282,2915.354867227052,,,,62.23404255319149,432524.0,9744,株式会社メイテックグループホールディングス
,14225.0,4996.282434018783,,,,71.64879356568365,2779816.0,7735,株式会社ＳＣＲＥＥＮホールディングス
,10700.0,5838.138484321139,,,,46.0419091967404,2513112.0,4519,中外製薬株式会社
,1816.5,590.0,,,,48.59769994307596,8692616.0,3697,株式会社ＳＨＩＦＴ
,3157.3682197776347,2040.0,,,,61.65254237288135,570068.0,8111,株式会社ゴールドウイン
,4953.346907651631,2783.0,,,,27.9746835443038,3372624.0,9697,株式会社カプコン
,7933.0,1091.8967103533987,,,,27.179923436835395,72115488.0,5803,株式会社フジクラ
,11755.0,6028.418262645158,,,,66.6207845836201,7096648.0,6098,株式会社リクルートホールディングス
,2876.403111876235,1325.0,,,,63.59223300970874,828348.0,2726,株式会社パルグループホールディングス
,20145.0,7759.156110491072,,,,32.783018867924525,290660.0,6368,オルガノ株式会社
,17890.0,4190.132899571132,,,,42.857142857142854,1225180.0,6871,株式会社日本マイクロニクス
,4590.0,1619.9617558218263,,,,58.1409117821196,1714204.0,6323,ローツェ株式会社
,57700.0,4541.884232545384,,,,35.4695806261075,2487788.0,5706,三井金属株式会社
,2317.2033082726884,1427.5,,,,42.25053078556264,1089968.0,3635,株式会社コーエーテクモホールディングス
,9913.404276760428,2989.4012619409805,,,,22.929936305732483,323680.0,6814,古野電気株式会社
,82900.0,42828.8695061169,,,,65.6875,1037196.0,9983,株式会社ファーストリテイリング
,2938.314737173227,1569.0,,,,40.712468193384225,1146652.0,6417,株式会社三共
,4912.91860442401,3258.0,,,,61.30952380952381,943408.0,5929,三和ホールディングス株式会社
,9057.0,2586.842840681385,,,,65.10930888575459,8258280.0,6525,株式会社ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
,1943.5,1491.8854689338716,,,,75.18248175182481,1348312.0,4732,株式会社ユー・エス・エス
,7667.0,4048.5764795049668,,,,55.08650519031142,696020.0,4021,日産化学株式会社
,7857.0,3499.7975240617225,,,,31.978481769276755,1991708.0,6383,株式会社ダイフク
,3545.8343389980782,2496.0,,,,46.05678233438486,254120.0,9759,株式会社ＮＳＤ
,1703.0,1224.8473469630424,,,,36.75373134328358,1884284.0,6845,アズビル株式会社
,5631.389245164875,3551.0,,,,53.46534653465347,3023224.0,7832,株式会社バンダイナムコホールディングス
,8450.0,2418.7109071658942,,,,25.739644970414204,301892.0,4107,伊勢化学工業株式会社
,2880.0,1728.0,,,,41.90064794816414,399808.0,4812,株式会社電通総研
,5476.449700689935,3145.4234334309895,,,,53.37837837837837,427952.0,7988,株式会社ニフコ
,3559.4373231966056,2201.5416160006935,,,,43.829787234042556,456116.0,4816,東映アニメーション株式会社
,26457.005369196777,17753.84765625,,,,51.391862955032124,611944.0,9766,コナミグループ株式会社
,4472.696396484375,2231.0,,,,42.740286298568506,602536.0,7906,ヨネックス株式会社
,7880.0,4259.607514565678,,,,58.23293172690763,304708.0,6432,株式会社竹内製作所
,4365.0,2856.189882240789,,,,24.358974358974365,160428.0,9336,大栄環境株式会社
,2125.4902108099714,1276.960817618663,,,,41.723356009070294,6149608.0,7733,オリンパス株式会社
,5550.539445892505,3655.6037724650846,,,,41.32310642377756,1485636.0,4684,株式会社オービック
,3889.0,1641.3567800544288,,,,63.16666666666667,814948.0,5393,ニチアス株式会社
,19400.0,7779.074393171047,,,,58.02387267904509,460908.0,7729,株式会社東京精密
